Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Nauru,NRU,1016.87506104,763.79016113,527.75006104,435.72567749,294.91693115,470.19519043,519.87445068,611.83813477,743.18292236,307.72940063,409.74990845,368.175354,335.19970703,415.69937134,578.05023193,815.68304443,1155.58837891,1041.18896484,971.99176025,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Nepal,NPL,7.22955704,8.52651215,11.58686543,10.07260704,10.46852112,12.84143543,15.18919468,12.76023579,14.31875515,16.75469971,17.55047798,18.65087891,19.89197922,20.30636406,25.02684402,27.1236496,30.81593513,35.23530197,45.18733978,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Netherlands,NLD,1702.57177734,1869.65661621,2090.61425781,2171.98193359,2239.24511719,2343.94604492,2611.09716797,2756.24560547,2874.87402344,2977.88354492,3084.00195313,3217.30249023,3331.85131836,3512.83496094,3526.87182617,3387.00341797,3378.62084961,3546.91210938,3657.73071289,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,New Zealand,NZL,1197.16577148,1239.1607666,1374.65710449,1399.02905273,1529.20629883,1634.08520508,1849.86608887,1934.80627441,2103.54418945,2285.12866211,2335.13842773,2433.31176758,2465.92211914,2589.24609375,2684.68188477,2600.48876953,2785.11889648,2879.12890625,3011.49194336,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Nicaragua,NIC,70.05233765,69.28923035,69.98670197,74.86790466,71.01972961,83.09579468,100.37469482,117.67310333,123.84309387,142.27381897,138.19761658,146.98086548,167.16680908,181.75080872,205.83056641,231.10702515,251.17834473,275.08856201,283.47229004,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Niger,NER,8.5251646,9.10984898,9.82206631,8.74823666,9.47544575,16.74312019,19.08845901,14.54234505,16.36695099,15.76339912,14.28177738,13.87357616,12.34780788,16.10008812,15.96035004,14.38356209,14.89765263,26.23739243,25.8909111,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Nigeria,NGA,13.96844769,21.84364319,15.41884804,28.64364243,39.44314957,40.3672905,33.2672081,30.87644577,28.59967232,27.19656372,22.69051552,25.22302246,29.45346069,27.87989235,26.80045128,35.77165222,27.94239426,31.36062241,34.63783264,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,North Macedonia,MKD,288.71859741,274.78933716,298.32015991,322.1388855,334.1534729,339.54846191,361.86425781,373.42315674,440.93869019,446.609375,458.46063232,471.06777954,489.56384277,558.16497803,537.22802734,569.74993896,601.53051758,576.14715576,615.17565918,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Norway,NOR,2334.15966797,2515.21826172,2842.22070313,2962.61108398,3122.97143555,3318.22290039,3583.08105469,3787.5847168,4160.72460938,4272.16113281,4398.72509766,4636.58056641,4894.09912109,5112.33105469,5281.86132813,5254.08984375,5353.61279297,5546.38769531,5817.62548828,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Oman,OMN,876.27600098,933.61346436,967.77099609,929.85955811,874.88867188,786.92272949,727.58001709,800.10736084,687.02124023,1019.02264404,1007.93505859,875.38751221,912.98901367,1043.80444336,1328.15612793,1613.06311035,1629.65942383,1439.37341309,1516.09521484,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Pakistan,PAK,29.56145477,28.37524796,32.50230026,19.25853539,22.32589149,21.85334969,17.9624958,25.85786438,21.98161697,22.55327797,22.80352211,25.04034615,28.67980385,30.90638733,32.08510208,35.24197006,40.82278824,48.0501976,63.33958435,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Palau,PLW,465.89602661,425.89019775,393.80517578,429.44158936,484.27923584,437.65658569,471.65823364,466.67294312,410.44769287,520.44818115,548.9932251,588.11004639,654.54803467,709.60931396,719.70947266,704.61138916,1145.07263184,1095.66992188,1184.97790527,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Panama,PAN,401.39944458,393.89071655,404.48532104,396.3961792,462.60247803,412.5791626,500.39813232,619.27947998,675.45770264,690.74816895,718.14501953,735.06060791,745.98724365,833.2076416,910.52081299,945.57830811,1102.19494629,1073.70129395,1186.46801758,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Papua New Guinea,PNG,52.31032562,51.21310043,53.44153976,46.72866821,59.17935562,56.80725098,40.3643837,43.77381516,40.22652435,43.46244812,39.52691269,45.95581055,58.42426682,65.86325073,76.03953552,56.23287201,70.62598419,73.19992065,70.93900299,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Paraguay,PRY,147.70587158,122.96814728,92.3215332,107.027771,110.19644928,113.33261108,133.94033813,140.78936768,140.80128479,182.61787415,203.5043335,246.85134888,303.65679932,288.47970581,364.09594727,373.20983887,387.20175171,392.49914551,409.28713989,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Peru,PER,115.18080139,134.85978699,155.31918335,164.34709167,165.58526611,162.19998169,162.65859985,168.38014221,190.33544922,226.97669983,242.15306091,254.91294861,290.79382324,322.5340271,382.87426758,406.57901001,431.77960205,442.29684448,480.02911377,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Philippines,PHL,47.08154678,41.39937592,36.11507416,43.18469238,45.42321014,54.93675995,57.38743973,59.86958313,61.83302689,68.13670349,75.23709869,63.13516617,69.93974304,76.23351288,78.92643738,99.51234436,108.78089142,118.32957458,128.62251282,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Poland,POL,385.04379272,443.40313721,500.86300659,500.97476196,528.07580566,552.84326172,605.50482178,686.92700195,831.17962646,910.60150146,965.24578857,1011.75354004,1031.98864746,1107.18127441,1137.68884277,1190.70007324,1273.48217773,1361.75500488,1432.59472656,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Portugal,PRT,1118.9753418,1166.13757324,1267.9107666,1318.68786621,1418.81591797,1529.65490723,1558.02539063,1602.24694824,1703.46691895,1829.92272949,1871.50427246,1724.70349121,1616.55273438,1691.49182129,1708.75537109,1758.48669434,1824.88366699,1881.74963379,1992.47058105,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Qatar,QAT,1030.11828613,1286.01159668,1423.3371582,2421.62353516,2336.12597656,1881.61682129,1773.2857666,1613.39367676,1329.55493164,1663.13928223,1492.70568848,1459.37060547,1697.30957031,2140.66918945,2591.62939453,3293.22631836,3121.33032227,2623.23364258,2363.9206543,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Romania,ROU,195.00160217,224.56256104,262.31289673,336.11923218,361.95654297,422.19451904,462.81433105,553.32397461,680.33728027,688.24835205,780.13677979,629.30358887,685.25238037,810.16040039,816.72479248,831.03686523,929.1282959,1074.92114258,1256.1640625,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Russian Federation,RUS,218.18469238,240.25100708,277.3977356,297.56005859,306.5135498,369.18902588,468.96728516,523.86193848,661.13092041,725.01507568,666.93481445,724.48126221,805.70654297,825.31652832,832.34814453,755.51263428,728.77001953,793.16491699,884.90240479,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Rwanda,RWA,4.91532421,5.58715343,6.8041625,20.95057297,18.72813225,17.35312653,16.24588203,20.84043312,23.92721367,25.59978867,29.52348518,33.83702087,34.00563049,37.21469116,39.75492096,40.99708176,45.19399261,46.88691711,53.45846176,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Samoa,WSM,123.25808716,118.26929474,136.97744751,120.20514679,135.63829041,160.85440063,175.42167664,184.375,205.58673096,233.18809509,213.64613342,209.21600342,218.029953,229.6991272,259.45199585,267.0083313,263.35232544,271.03689575,256.46032715,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,San Marino,SMR,2086.05615234,2239.6081543,2046.18701172,1937.59240723,2052.29296875,2149.10766602,2392.17260742,2640.11962891,2953.05981445,3078.65380859,3042.04418945,3158.45996094,3233.0625,3133.06689453,3052.53564453,2833.578125,3148.73266602,3539.00585938,3642.65698242,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sao Tome and Principe,STP,53.76174545,58.38970566,61.51586533,105.46180725,94.41442871,98.64994049,11.78170776,36.8444519,29.01828003,40.49068069,51.33604431,58.74780273,56.74222946,74.89535522,70.86511993,52.08170319,82.57853699,98.37081146,94.04404449,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Saudi Arabia,SAU,1045.12182617,1096.75720215,999.53546143,1030.61657715,986.7130127,1009.3404541,1107.47253418,1069.51245117,849.19915771,1202.28479004,1005.32049561,1206.73120117,1385.87109375,1590.90917969,1960.7532959,2213.74804688,2108.39697266,2415.76757813,2197.76025391,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Senegal,SEN,24.40368843,29.92641068,27.70941544,33.04268265,36.23553848,38.05879593,42.66127396,33.27718353,36.57865906,37.10711288,31.35477066,35.65765381,34.47883606,33.91205978,33.12521362,34.56601334,35.79506302,33.06092072,34.80200577,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Serbia,SRB,243.31199646,281.51644897,395.58474731,408.50012207,450.81503296,496.86087036,540.36407471,640.85766602,739.66009521,720.95727539,742.23565674,763.92425537,805.41125488,813.50396729,787.84741211,757.1192627,759.76361084,775.36486816,881.40673828,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Seychelles,SYC,556.80786133,542.64044189,529.09173584,566.52081299,510.38034058,537.00006104,570.06311035,567.68902588,445.38345337,439.19104004,609.45855713,618.13757324,883.66888428,753.64349365,816.43170166,847.38000488,980.27087402,1052.83288574,1153.51745605,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sierra Leone,SLE,21.92334366,16.76323318,23.01857567,19.19462967,19.16830063,16.31606102,10.68906879,11.43244934,7.06955671,10.59679508,15.05526352,11.16103077,13.71817493,13.95557022,24.12596703,23.42164421,28.84137535,28.4699688,24.99506378,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Singapore,SGP,505.96963501,367.02801514,459.08676147,617.56689453,526.4977417,558.49511719,604.57543945,621.24328613,775.75476074,748.45574951,813.6439209,877.69622803,1021.9699707,1261.11315918,1494.91918945,1733.90722656,1890.10327148,2021.64868164,2234.97265625,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Slovak Republic,SVK,532.77709961,583.74035645,646.97253418,671.76525879,756.87420654,815.30938721,894.54223633,1041.72155762,1235.93835449,1342.8659668,1395.39038086,1406.2434082,1458.17456055,1548.0402832,1591.49853516,1603.61022949,1683.77416992,1656.13464355,1727.04980469,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Slovenia,SVN,1003.64874268,1054.51037598,1176.26708984,1229.62207031,1300.12390137,1379.43408203,1444.6036377,1458.77770996,1687.18688965,1700.19934082,1725.94750977,1787.05773926,1794.77539063,1842.81677246,1851.75878906,1919.02099609,2035.27746582,2125.65234375,2286.95141602,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Solomon Islands,SLB,61.99988174,81.50830078,74.00048828,74.59354401,73.14902496,110.41526794,99.80493927,103.52661896,66.94803619,64.07545471,69.83440399,68.57492828,74.33053589,69.00231171,74.9968338,81.17053223,80.59521484,82.52751923,85.08787537,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,South Africa,ZAF,211.2093811,216.06504822,191.38760376,203.83363342,257.35476685,269.73937988,334.78198242,358.72052002,387.12335205,410.40496826,458.99838257,497.05899048,532.22406006,539.71789551,557.60858154,579.08874512,574.53900146,584.8416748,610.4276123,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.48238468,12.26207829,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Spain,ESP,1064.453125,1124.23986816,1205.27807617,1357.17016602,1439.9967041,1539.98034668,1747.54260254,1875.4621582,2055.94726563,2200.39355469,2154.69873047,2150.61425781,2092.51123047,2083.46362305,2139.92944336,2272.2355957,2343.83520508,2460.45507813,2517.96728516,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sri Lanka,LKA,118.90351868,114.97053528,121.89764404,117.38347626,133.58262634,139.23820496,147.28466797,151.4723053,145.99198914,149.53463745,130.25382996,144.77838135,145.42166138,183.86070251,181.39254761,202.89776611,207.72753906,211.42176819,212.41278076,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,St. Kitts and Nevis,KNA,346.95001221,349.89349365,362.75,381.91949463,412.03744507,468.16256714,510.95281982,471.1489563,450.72732544,491.75296021,482.59329224,483.54110718,495.54232788,520.24957275,564.27185059,568.20391846,658.66955566,671.70922852,723.63128662,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,St. Lucia,LCA,158.70581055,165.7592926,171.73460388,162.58525085,169.73945618,176.30909729,185.51095581,178.3404541,206.72131348,226.37089539,219.84751892,237.69848633,275.38586426,280.45147705,266.73974609,271.75115967,279.55923462,302.70715332,288.49301147,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,St. Vincent and the Grenadines,VCT,180.67825317,183.84684753,198.95326233,204.81173706,204.75959778,210.51116943,211.07917786,217.88070679,246.98167419,265.42160034,264.33416748,252.10194397,299.08364868,301.86795044,293.68826294,294.10031128,312.35302734,337.16674805,375.03771973,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sudan,SDN,25.96775436,28.18192291,30.73926926,36.29533386,48.21611786,56.69089508,66.31954956,87.48022461,72.70248413,103.27084351,67.92468262,67.09319305,59.38671112,46.58956909,60.08209229,90.57759857,76.52124786,56.14162064,66.94773102,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Suriname,SUR,317.38754272,213.26882935,280.29669189,262.89990234,326.83959961,335.19171143,333.23556519,338.10986328,288.06344604,322.36422729,295.04345703,283.68399048,287.83544922,320.71356201,321.83190918,524.26086426,568.42108154,544.19586182,777.74743652,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Sweden,SWE,1835.66918945,1946.09997559,2100.30200195,2201.5703125,2278.5871582,2301.59863281,2508.55957031,2706.63378906,2866.33837891,2928.81689453,2909.09472656,3939.58618164,4123.26220703,4263.03955078,4363.75537109,4482.50585938,4555.19970703,4776.60791016,4959.51904297,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Switzerland,CHE,960.16473389,1076.20397949,1204.14758301,1236.03808594,1272.07409668,1300.62133789,1360.09277344,1479.42858887,1632.58862305,1736.88806152,1773.71105957,1924.07250977,2083.61132813,2147.87304688,2197.50268555,2325.45922852,2347.42797852,2501.81982422,2533.2355957,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Syrian Arab Republic,SYR,51.46833038,63.2735672,78.0881958,89.2552948,83.45785522,86.08473206,78.05529022,79.965271,73.07520294,77.23416138,74.68829346,82.71134949,72.26770782,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Tajikistan,TJK,8.44584751,8.91642857,9.20075226,9.81457901,12.69469452,15.14879799,15.42093754,19.3445797,26.40494156,21.5334568,24.72032547,29.31288528,38.66909409,49.12899017,57.41565323,58.30815506,60.16432571,67.32483673,67.54522705,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Tanzania,TZA,8.34407139,12.91746521,16.71715736,19.82186317,28.17036247,35.64228058,42.47488022,36.42084122,44.14725876,30.01662064,30.58273888,28.86114693,27.49275589,29.22395325,31.21340752,34.06689835,45.74241257,47.30224228,48.29768372,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Thailand,THA,125.16091919,127.51660156,170.06495667,181.56004333,193.64009094,206.7469635,246.22299194,286.93002319,319.68844604,323.12332153,330.45968628,369.17709351,394.72283936,401.76940918,437.64593506,447.86325073,484.81817627,525.81530762,551.21984863,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Timor-Leste,TLS,..,..,..,30.29808235,28.93056488,31.33807945,33.88407516,15.98333359,48.4196167,66.23094177,63.97557449,64.63553619,74.91511536,101.45587921,100.97016144,185.73612976,184.41847229,212.20553589,213.77970886,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Togo,TGO,3.8586123,4.21493912,4.33774757,4.99360371,6.01649189,6.93609953,8.11520386,9.15568447,9.30222225,11.10512543,18.91620827,18.59293938,22.1805191,19.1111145,20.98507881,19.96165848,21.52335167,15.53633022,18.63717461,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Tonga,TON,84.51239777,94.26390839,104.48941803,100.9383316,104.81151581,114.99651337,126.70864105,138.11880493,130.00793457,139.61056519,138.80574036,138.46066284,134.38977051,147.77955627,159.39201355,162.3079834,193.89576721,197.31063843,224.72973633,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Trinidad and Tobago,TTO,232.57363892,273.86743164,337.33123779,378.43560791,407.29504395,511.50650024,516.17388916,569.37188721,543.23699951,783.05493164,761.50390625,739.78479004,756.22662354,850.65936279,861.30889893,1050.11706543,1092.33874512,1146.14660645,1034.8359375,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Tunisia,TUN,160.09918213,168.47373962,179.74839783,192.23686218,206.5652771,215.04672241,236.88938904,264.78652954,282.45724487,307.95657349,335.51364136,367.90036011,400.51046753,447.01654053,453.53344727,463.15130615,465.38397217,499.43829346,523.34558105,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Turkey,TUR,273.19381714,305.18261719,333.01950073,345.95422363,386.18450928,397.97790527,486.60696411,539.37237549,613.77642822,690.02734375,686.88616943,728.96917725,730.92834473,768.45959473,808.60687256,828.62304688,890.98236084,913.89160156,905.97613525,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Turkmenistan,TKM,136.4223175,126.17868042,109.77695465,127.36412048,121.53225708,116.9253006,101.04541016,102.19103241,80.42811584,104.51770782,117.03121948,142.61381531,159.17669678,201.7485199,224.48548889,241.48829651,207.82885742,279.18411255,231.05975342,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Tuvalu,TUV,592.94628906,449.5534668,324.26083374,349.11968994,246.04127502,261.07498169,285.56201172,290.01901245,311.42669678,364.7276001,411.51226807,424.50991821,411.37286377,442.26794434,464.52801514,474.22717285,485.25961304,486.11557007,605.23760986,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Uganda,UGA,16.6702652,18.89687729,22.00203133,21.51204872,27.76562309,31.98052597,39.31739044,42.24898148,37.85340881,33.51840973,23.90301514,25.68240356,23.7254715,23.68653679,19.41759109,19.85568047,20.29180145,19.80315208,22.05761909,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Ukraine,UKR,99.83553314,120.85070801,143.3164978,191.66955566,207.19129944,242.49461365,281.64611816,288.3899231,271.5255127,280.07440186,283.03341675,284.08337402,318.23110962,290.05038452,286.51989746,280.34277344,287.93417358,291.78884888,327.21499634,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,United Arab Emirates,ARE,1337.78857422,1546.71911621,1328.94592285,1345.01586914,1197.17578125,1076.62902832,1065.65820313,1095.95568848,1247.2623291,1700.23583984,1490.37634277,1503.68823242,1465.06811523,1619.88098145,1711.98925781,1792.75830078,1763.89196777,1661.46777344,1636.38220215,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,United Kingdom,GBR,1480.56225586,1630.66943359,1812.7557373,1958.96582031,2183.19799805,2276.02490234,2492.45507813,2554.10791016,2755.85058594,2915.79956055,2999.00341797,3049.86181641,3140.75537109,3193.99780273,3301.46875,3388.59106445,3464.85351563,3555.26245117,3631.15576172,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,United States,USA,2017.0369873,2219.11352539,2406.6237793,2578.67724609,2761.66308594,2929.8137207,3159.27490234,3328.56225586,3515.82275391,3716.60473633,3857.06518555,3957.61987305,4078.00756836,4210.83789063,4530.33544922,4811.90966797,4977.19140625,5130.76904297,5355.78710938,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Uruguay,URY,426.10375977,480.59301758,475.01394653,529.68731689,492.80688477,440.61328125,497.37924194,534.93847656,733.51904297,791.9932251,866.75518799,955.44714355,1065.50646973,1177.52148438,1258.73742676,1312.56274414,1438.13793945,1512.2746582,1582.8605957,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Uzbekistan,UZB,62.57546616,66.61184692,66.02965546,67.83267975,70.40604401,77.06419373,87.78059387,92.23707581,104.24302673,119.41175079,116.430336,123.90979004,148.69859314,164.54191589,169.32470703,184.1105957,169.3821106,172.61029053,175.35740662,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Vanuatu,VUT,55.49890518,54.51939392,53.46587372,52.53944397,51.05299377,49.78702545,54.45526886,58.3859024,62.69422531,56.09060287,53.64510345,66.69179535,64.48995209,62.79033279,16.69559479,59.67349243,38.99985123,45.11463165,68.97711182,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Venezuela, RB"",VEN,389.00280762,423.54846191,387.63787842,381.17907715,442.39807129,379.56411743,691.75842285,665.2947998,446.9942627,436.84658813,427.98886108,533.21069336,523.25097656,401.26040649,359.75280762,448.47937012,356.64242554,468.66531372,183.49887085,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Vietnam,VNM,34.66437149,33.38459778,39.22651672,38.89164352,52.0446701,57.11995316,64.73020935,70.05215454,75.13678741,78.17692566,102.65785217,105.9651413,130.23428345,156.78761292,136.21589661,141.55754089,170.85704041,187.35708618,200.54107666,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,""Yemen, Rep."",YEM,75.33538818,81.18836975,78.38683319,83.0052948,69.95641327,62.75183105,63.65855026,63.16256714,66.49351501,55.24528885,51.98071671,42.3338089,48.84780121,40.01583481,31.69586754,14.31576443,..,..,..,..,.."
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Zambia,ZMB,53.83127594,55.09299088,54.28914642,47.55416489,50.40667343,41.17327118,42.00052643,25.7949295,16.3489418,13.22102451,27.51099205,41.15985489,47.17395401,49.32440948,73.73699951,82.1114502,68.53829193,72.57633209,81.4677887,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,52.00047684,45.95666504,50.66035843,52.14652252,72.34905243,41.56990051,48.07584,57.7618866,55.3876152,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Arab World,ARB,220.039197186172,248.201101775715,247.181974851,239.456905253978,248.230592152786,245.261939165512,266.965296671431,285.526127715118,284.216765175561,373.736549234589,333.939691267837,355.290669185219,369.656079476676,421.266965652702,477.914245955234,524.781416328317,548.517172662425,599.45874780241,573.318982364437,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Caribbean small states,CSS,221.358160399812,206.98344879302,240.005782774224,236.508669657785,267.033951384785,284.622079422905,279.611937870479,318.7901957587,330.348392286517,379.999205505834,377.373466363579,380.387349591316,384.304379006569,414.815974407188,425.159605495961,494.984503536851,521.415986220098,571.697304201718,563.172467587041,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Central Europe and the Baltics,CEB,416.656549140215,465.31001101542,524.731205306354,579.548498742643,608.591744214609,657.134045229279,712.066722627908,784.982257367302,913.055762873834,976.919905260346,1022.62790566545,1032.49010940156,1058.10046209084,1149.8044879271,1188.06535825733,1217.30403794004,1299.65426920699,1397.94109886526,1519.83025642148,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Early-demographic dividend,EAR,78.0557779057826,83.5067756195818,81.9208031761898,86.0169777921872,89.6465084681993,94.1364061674876,107.498871228124,116.323879721037,119.33252103936,136.631799976235,137.078570196485,149.386569839914,158.78007143166,166.676965702497,183.418293602484,201.46033964623,208.511689968173,222.798080846038,218.029391708189,..,..
